,sourceid,dstid,dow,mean_travel_time,src_longitude_rad,src_latitude_rad,dst_longitude_rad,dst_latitude_rad,src_lat_long,dst_lat_long,distances
4762,167,181,2,539.24,-0.0013939532328743935,0.9006459273912253,-0.0016516484091142084,0.9002690023659803,"-0.0013939532328743935, 0.9006459273912253","-0.0016516484091142084, 0.9002690023659803",1.6200407406314534
4763,167,320,1,1745.05,-0.0013939532328743935,0.9006459273912253,-0.0008499497775539574,0.8993266458617609,"-0.0013939532328743935, 0.9006459273912253","-0.0008499497775539574, 0.8993266458617609",5.387802482695908
4764,167,744,7,1182.74,-0.0013939532328743935,0.9006459273912253,-0.002051914867535603,0.8998733843562893,"-0.0013939532328743935, 0.9006459273912253","-0.002051914867535603, 0.8998733843562893",3.457803246112148
4765,167,357,7,2643.91,-0.0013939532328743935,0.9006459273912253,-0.003371099498632476,0.8992167489221959,"-0.0013939532328743935, 0.9006459273912253","-0.003371099498632476, 0.8992167489221959",7.457123686115346
4766,167,903,3,2578.19,-0.0013939532328743935,0.9006459273912253,-0.0016640136179402994,0.8987778241393641,"-0.0013939532328743935, 0.9006459273912253","-0.0016640136179402994, 0.8987778241393641",7.42001692081102
4767,167,572,4,2302.39,-0.0013939532328743935,0.9006459273912253,-0.0019731100382679003,0.8992197576752784,"-0.0013939532328743935, 0.9006459273912253","-0.0019731100382679003, 0.8992197576752784",5.818936880196234
4768,167,940,4,2334.11,-0.0013939532328743935,0.9006459273912253,-0.0011119906330738175,0.898988147885863,"-0.0013939532328743935, 0.9006459273912253","-0.0011119906330738175, 0.898988147885863",6.5947443782679915
4769,167,64,3,2406.79,-0.0013939532328743935,0.9006459273912253,-0.003996245705520788,0.8994440404319921,"-0.0013939532328743935, 0.9006459273912253","-0.003996245705520788, 0.8994440404319921",7.972000654840444
4770,823,960,4,1343.67,0.0019523282416221567,0.9001181170631938,-0.0005149118030139116,0.9002763537624692,"0.0019523282416221567, 0.9001181170631938","-0.0005149118030139116, 0.9002763537624692",6.097869562314392
4771,823,36,5,829.85,0.0019523282416221567,0.9001181170631938,0.0013125834385357925,0.8995323889726594,"0.0019523282416221567, 0.9001181170631938","0.0013125834385357925, 0.8995323889726594",2.8009201808961532
4772,823,612,4,818.05,0.0019523282416221567,0.9001181170631938,0.0032196237278984785,0.9008166096261048,"0.0019523282416221567, 0.9001181170631938","0.0032196237278984785, 0.9008166096261048",4.163644639439328
4773,823,38,7,732.01,0.0019523282416221567,0.9001181170631938,0.0019508862151652025,0.8995179709265341,"0.0019523282416221567, 0.9001181170631938","0.0019508862151652025, 0.8995179709265341",2.3741807660437684
4774,823,4,2,1259.74,0.0019523282416221567,0.9001181170631938,0.0005441969938265489,0.89904055737224,"0.0019523282416221567, 0.9001181170631938","0.0005441969938265489, 0.89904055737224",5.493161465057473
4775,823,818,4,1107.77,0.0019523282416221567,0.9001181170631938,0.0008925960085575167,0.8994461364425327,"0.0019523282416221567, 0.9001181170631938","0.0008925960085575167, 0.8994461364425327",3.7231291869073524
4776,823,26,1,481.06,0.0019523282416221567,0.9001181170631938,0.00221915018932971,0.8999066524322458,"0.0019523282416221567, 0.9001181170631938","0.00221915018932971, 0.8999066524322458",1.0631686460620997
4777,823,753,3,2527.88,0.0019523282416221567,0.9001181170631938,-0.0017981827542968589,0.8994479433388887,"0.0019523282416221567, 0.9001181170631938","-0.0017981827542968589, 0.8994479433388887",9.598756322550383
4778,823,887,2,1306.06,0.0019523282416221567,0.9001181170631938,0.0007355599122971031,0.8994373985812775,"0.0019523282416221567, 0.9001181170631938","0.0007355599122971031, 0.8994373985812775",4.0261339498533175
4779,823,106,5,2974.69,0.0019523282416221567,0.9001181170631938,-0.002165874234013179,0.8993015401208397,"0.0019523282416221567, 0.9001181170631938","-0.002165874234013179, 0.8993015401208397",10.633291900470983
4780,196,716,1,1458.63,-0.005274214992548285,0.9005533647804842,-0.0073609047132330435,0.90024231263807,"-0.005274214992548285, 0.9005533647804842","-0.0073609047132330435, 0.90024231263807",5.274333278124851
4781,196,487,7,967.64,-0.005274214992548285,0.9005533647804842,-0.005240576155500358,0.8995486428870099,"-0.005274214992548285, 0.9005533647804842","-0.005240576155500358, 0.8995486428870099",3.9755403985213875
4782,196,426,4,727.74,-0.005274214992548285,0.9005533647804842,-0.005096239704005187,0.8999359948885338,"-0.005274214992548285, 0.9005533647804842","-0.005096239704005187, 0.8999359948885338",2.48119518787065
4783,196,441,7,964.02,-0.005274214992548285,0.9005533647804842,-0.004710009925843405,0.8994914190809122,"-0.005274214992548285, 0.9005533647804842","-0.004710009925843405, 0.8994914190809122",4.424221418116886
4784,196,189,3,455.2,-0.005274214992548285,0.9005533647804842,-0.005914298315699843,0.9007154380704833,"-0.005274214992548285, 0.9005533647804842","-0.005914298315699843, 0.9007154380704833",1.6984324202372652
4785,196,211,5,2419.97,-0.005274214992548285,0.9005533647804842,-0.0033080265199271408,0.898749047856864,"-0.005274214992548285, 0.9005533647804842","-0.0033080265199271408, 0.898749047856864",8.622490891694405
4786,196,136,3,1759.63,-0.005274214992548285,0.9005533647804842,-0.002341148540611684,0.9008590431262196,"-0.005274214992548285, 0.9005533647804842","-0.002341148540611684, 0.9008590431262196",7.3070066643126115
4787,196,487,3,1116.0,-0.005274214992548285,0.9005533647804842,-0.005240576155500358,0.8995486428870099,"-0.005274214992548285, 0.9005533647804842","-0.005240576155500358, 0.8995486428870099",3.9755403985213875
4788,196,533,4,1111.0,-0.005274214992548285,0.9005533647804842,-0.005703098622149308,0.8996892328461412,"-0.005274214992548285, 0.9005533647804842","-0.005703098622149308, 0.8996892328461412",3.5774511135898566
4789,196,420,5,425.74,-0.005274214992548285,0.9005533647804842,-0.004965921486662691,0.9001403440746698,"-0.005274214992548285, 0.9005533647804842","-0.004965921486662691, 0.9001403440746698",1.8010849176249437
4790,570,896,5,638.11,-0.000559574625381171,0.8998282563505363,0.0003824525539342693,0.9005462309999988,"-0.000559574625381171, 0.8998282563505363","0.0003824525539342693, 0.9005462309999988",3.66484914601806
4791,570,3,6,1233.14,-0.000559574625381171,0.8998282563505363,0.0009089310381703849,0.8990426156679606,"-0.000559574625381171, 0.8998282563505363","0.0009089310381703849, 0.8990426156679606",4.766429280483314
4792,570,957,4,928.93,-0.000559574625381171,0.8998282563505363,-0.0007725910726887605,0.9003975762781729,"-0.000559574625381171, 0.8998282563505363","-0.0007725910726887605, 0.9003975762781729",2.3123265990953845
4793,570,747,1,1655.4,-0.000559574625381171,0.8998282563505363,-0.002206802607748102,0.8997783634915459,"-0.000559574625381171, 0.8998282563505363","-0.002206802607748102, 0.8997783634915459",4.05648861208218
4794,570,470,6,1905.33,-0.000559574625381171,0.8998282563505363,-0.0025836633938124643,0.8997153804124434,"-0.000559574625381171, 0.8998282563505363","-0.0025836633938124643, 0.8997153804124434",4.998829223654058
4795,570,882,1,1429.2,-0.000559574625381171,0.8998282563505363,-0.00021133794330280213,0.8981313186398715,"-0.000559574625381171, 0.8998282563505363","-0.00021133794330280213, 0.8981313186398715",6.76762364658728
4796,570,938,6,807.38,-0.000559574625381171,0.8998282563505363,-0.0003675130742674307,0.8990429306183618,"-0.000559574625381171, 0.8998282563505363","-0.0003675130742674307, 0.8990429306183618",3.1424939240023932
4797,570,627,1,1343.42,-0.000559574625381171,0.8998282563505363,0.0008921779525213977,0.8986496253117803,"-0.000559574625381171, 0.8998282563505363","0.0008921779525213977, 0.8986496253117803",5.874495721863723
4798,570,833,6,669.61,-0.000559574625381171,0.8998282563505363,0.0012375101759365221,0.8997524145841408,"-0.000559574625381171, 0.8998282563505363","0.0012375101759365221, 0.8997524145841408",4.430529164699125
4799,570,940,5,1260.51,-0.000559574625381171,0.8998282563505363,-0.0011119906330738175,0.898988147885863,"-0.000559574625381171, 0.8998282563505363","-0.0011119906330738175, 0.898988147885863",3.5907601580248296
4800,16,684,6,2552.81,-0.00118684664060211,0.8981232661523528,-0.0038780369614996113,0.8985146769193643,"-0.00118684664060211, 0.8981232661523528","-0.0038780369614996113, 0.8985146769193643",6.810249930299966
4801,16,364,1,1651.5,-0.00118684664060211,0.8981232661523528,-0.0023211050190676814,0.8988304517574403,"-0.00118684664060211, 0.8981232661523528","-0.0023211050190676814, 0.8988304517574403",3.9542962754854103
4802,16,778,2,1867.39,-0.00118684664060211,0.8981232661523528,-0.0031034330093716645,0.8974366435263547,"-0.00118684664060211, 0.8981232661523528","-0.0031034330093716645, 0.8974366435263547",5.451184709630164
4803,16,226,7,2586.64,-0.00118684664060211,0.8981232661523528,-0.004878772017790065,0.8966810025757594,"-0.00118684664060211, 0.8981232661523528","-0.004878772017790065, 0.8966810025757594",10.74792008694414
4804,16,951,3,2787.86,-0.00118684664060211,0.8981232661523528,-0.00018482779069407774,0.9006578211478551,"-0.00118684664060211, 0.8981232661523528","-0.00018482779069407774, 0.9006578211478551",10.325481704485536
4805,16,677,7,2363.17,-0.00118684664060211,0.8981232661523528,-0.0038152456904526734,0.8987998673853077,"-0.00118684664060211, 0.8981232661523528","-0.0038152456904526734, 0.8987998673853077",7.007338770268025
4806,16,869,7,1152.45,-0.00118684664060211,0.8981232661523528,-0.0022753046760953456,0.8983551001054313,"-0.00118684664060211, 0.8981232661523528","-0.0022753046760953456, 0.8983551001054313",2.834997696733674
4807,16,355,4,1406.06,-0.00118684664060211,0.8981232661523528,-0.0026014537067014115,0.8975414520081293,"-0.00118684664060211, 0.8981232661523528","-0.0026014537067014115, 0.8975414520081293",4.179082705080864
4808,16,501,6,2339.15,-0.00118684664060211,0.8981232661523528,-0.0025231884093374515,0.8994212861900583,"-0.00118684664060211, 0.8981232661523528","-0.0025231884093374515, 0.8994212861900583",6.099205258402642
4809,16,402,5,2160.45,-0.00118684664060211,0.8981232661523528,0.0016949962237911055,0.8976273640440868,"-0.00118684664060211, 0.8981232661523528","0.0016949962237911055, 0.8976273640440868",7.37150478911002
4810,168,362,3,2553.93,-0.0018870250432133566,0.9006433457966191,-0.0023213213979073953,0.898982131957589,"-0.0018870250432133566, 0.9006433457966191","-0.0023213213979073953, 0.898982131957589",6.658014650123097
4811,168,559,7,1630.55,-0.0018870250432133566,0.9006433457966191,-0.004984026978103768,0.8989944135165141,"-0.0018870250432133566, 0.9006433457966191","-0.004984026978103768, 0.8989944135165141",10.028891382680511
4812,168,538,5,1786.92,-0.0018870250432133566,0.9006433457966191,-0.005639932879313073,0.8994610801265565,"-0.0018870250432133566, 0.9006433457966191","-0.005639932879313073, 0.8994610801265565",10.345672797259104
4813,168,750,4,1438.66,-0.0018870250432133566,0.9006433457966191,-0.0018324003006081832,0.899702203385939,"-0.0018870250432133566, 0.9006433457966191","-0.0018324003006081832, 0.899702203385939",3.72558071322619
4814,168,672,6,2016.74,-0.0018870250432133566,0.9006433457966191,-0.007868867413000583,0.8999666017087854,"-0.0018870250432133566, 0.9006433457966191","-0.007868867413000583, 0.8999666017087854",14.945946161616899
4815,168,211,6,2734.33,-0.0018870250432133566,0.9006433457966191,-0.0033080265199271408,0.898749047856864,"-0.0018870250432133566, 0.9006433457966191","-0.0033080265199271408, 0.898749047856864",8.269076199682441
4816,168,180,6,582.24,-0.0018870250432133566,0.9006433457966191,-0.001499693010546254,0.9002881621245857,"-0.0018870250432133566, 0.9006433457966191","-0.001499693010546254, 0.9002881621245857",1.6971992718380855
4817,168,959,4,1200.34,-0.0018870250432133566,0.9006433457966191,-0.00031368856029677855,0.9002801289447304,"-0.0018870250432133566, 0.9006433457966191","-0.00031368856029677855, 0.9002801289447304",4.125067745732501
4818,168,489,4,1936.43,-0.0018870250432133566,0.9006433457966191,-0.004288806374131697,0.8994782605719183,"-0.0018870250432133566, 0.9006433457966191","-0.004288806374131697, 0.8994782605719183",7.4914179399515906
4819,168,813,4,1892.71,-0.0018870250432133566,0.9006433457966191,-0.00014144589171521222,0.8995323207229391,"-0.0018870250432133566, 0.9006433457966191","-0.00014144589171521222, 0.8995323207229391",6.1432627198311565
4820,165,191,3,1288.71,-0.002268999217277092,0.900679362399253,-0.0048894735253508055,0.9006665359473752,"-0.002268999217277092, 0.900679362399253","-0.0048894735253508055, 0.9006665359473752",6.4387123480032304
4821,165,62,7,435.73,-0.002268999217277092,0.900679362399253,-0.0029479869296573265,0.900441536251609,"-0.002268999217277092, 0.900679362399253","-0.0029479869296573265, 0.900441536251609",1.9154925399098728
4822,165,265,5,1527.72,-0.002268999217277092,0.900679362399253,0.0011814172457237486,0.8993676351405584,"-0.002268999217277092, 0.900679362399253","0.0011814172457237486, 0.8993676351405584",9.945680860810397
4823,165,344,7,2556.78,-0.002268999217277092,0.900679362399253,-0.003379684285912402,0.8980192065992865,"-0.002268999217277092, 0.900679362399253","-0.003379684285912402, 0.8980192065992865",10.872797438397889
4824,165,426,3,1141.81,-0.002268999217277092,0.900679362399253,-0.005096239704005187,0.8999359948885338,"-0.002268999217277092, 0.900679362399253","-0.005096239704005187, 0.8999359948885338",7.54631934196509
4825,165,136,3,178.5,-0.002268999217277092,0.900679362399253,-0.002341148540611684,0.9008590431262196,"-0.002268999217277092, 0.900679362399253","-0.002341148540611684, 0.9008590431262196",0.7325832087399841
4826,165,805,1,1386.34,-0.002268999217277092,0.900679362399253,0.0011028679067217276,0.8996917785854386,"-0.002268999217277092, 0.900679362399253","0.0011028679067217276, 0.8996917785854386",9.164286244834093
4827,165,100,2,2837.18,-0.002268999217277092,0.900679362399253,0.0006822425900373455,0.8982936236505308,"-0.002268999217277092, 0.900679362399253","0.0006822425900373455, 0.8982936236505308",11.90852155019887
4828,165,376,3,804.39,-0.002268999217277092,0.900679362399253,-0.0035311248097504053,0.8998974451773013,"-0.002268999217277092, 0.900679362399253","-0.0035311248097504053, 0.8998974451773013",4.381107749820015
4829,165,38,6,1645.95,-0.002268999217277092,0.900679362399253,0.0019508862151652025,0.8995179709265341,"-0.002268999217277092, 0.900679362399253","0.0019508862151652025, 0.8995179709265341",11.347503038615592
4830,312,69,6,1547.2,-0.002735886364603426,0.896291063003667,-0.0008131443508218602,0.8974286636388816,"-0.002735886364603426, 0.896291063003667","-0.0008131443508218602, 0.8974286636388816",6.541099842208129
4831,312,214,1,2551.2,-0.002735886364603426,0.896291063003667,-0.0030135704396244607,0.8986074675395098,"-0.002735886364603426, 0.896291063003667","-0.0030135704396244607, 0.8986074675395098",9.189266171360767
4832,312,776,5,1626.33,-0.002735886364603426,0.896291063003667,-0.0034680997222060255,0.8975292435938245,"-0.002735886364603426, 0.896291063003667","-0.0034680997222060255, 0.8975292435938245",5.221122697764264
4833,312,233,5,2570.36,-0.002735886364603426,0.896291063003667,-0.002343050261508701,0.8982711899685105,"-0.002735886364603426, 0.896291063003667","-0.002343050261508701, 0.8982711899685105",7.893127855637706
4834,312,528,7,415.37,-0.002735886364603426,0.896291063003667,-0.0022144346750964656,0.8957190949938026,"-0.002735886364603426, 0.896291063003667","-0.0022144346750964656, 0.8957190949938026",2.6039757472807628
4835,312,161,7,1937.91,-0.002735886364603426,0.896291063003667,-0.003386302641949966,0.8982961122522446,"-0.002735886364603426, 0.896291063003667","-0.003386302641949966, 0.8982961122522446",8.092704198328848
4836,312,841,5,3373.57,-0.002735886364603426,0.896291063003667,-0.0027922545717842975,0.8986147792834315,"-0.002735886364603426, 0.896291063003667","-0.0027922545717842975, 0.8986147792834315",9.193673327911242
4837,312,298,7,1029.38,-0.002735886364603426,0.896291063003667,-0.004157670009923649,0.8967436209015396,"-0.002735886364603426, 0.896291063003667","-0.004157670009923649, 0.8967436209015396",3.941659974412305
4838,312,363,7,2758.93,-0.002735886364603426,0.896291063003667,-0.0029101987936291265,0.8989213290002653,"-0.002735886364603426, 0.896291063003667","-0.0029101987936291265, 0.8989213290002653",10.414210919955526
4839,312,350,6,1557.96,-0.002735886364603426,0.896291063003667,-0.0027678492684317484,0.8977637523046549,"-0.002735886364603426, 0.896291063003667","-0.0027678492684317484, 0.8977637523046549",5.826493029302125
4840,185,664,1,1968.62,-0.0017722251870976949,0.9001437143545901,-0.004100510448212066,0.8990561356616283,"-0.0017722251870976949, 0.9001437143545901","-0.004100510448212066, 0.8990561356616283",7.1641540351494974
4841,185,102,3,2160.37,-0.0017722251870976949,0.9001437143545901,0.0007364958044674026,0.8981214342952122,"-0.0017722251870976949, 0.9001437143545901","0.0007364958044674026, 0.8981214342952122",10.106631935277882
4842,185,768,5,1297.9,-0.0017722251870976949,0.9001437143545901,-0.0016061714267523587,0.8992742194612567,"-0.0017722251870976949, 0.9001437143545901","-0.0016061714267523587, 0.8992742194612567",3.4638924141836105
4843,185,903,3,1969.51,-0.0017722251870976949,0.9001437143545901,-0.0016640136179402994,0.8987778241393641,"-0.0017722251870976949, 0.9001437143545901","-0.0016640136179402994, 0.8987778241393641",5.410018913549651
4844,185,232,5,2240.71,-0.0017722251870976949,0.9001437143545901,-0.0019156059539789019,0.8984980167323278,"-0.0017722251870976949, 0.9001437143545901","-0.0019156059539789019, 0.8984980167323278",6.519936706185021
4845,185,557,4,2686.43,-0.0017722251870976949,0.9001437143545901,-0.004699271084756918,0.8990120551347516,"-0.0017722251870976949, 0.9001437143545901","-0.004699271084756918, 0.8990120551347516",8.479768963955507
4846,185,235,7,2293.51,-0.0017722251870976949,0.9001437143545901,-0.0016944933324837808,0.8982079911008968,"-0.0017722251870976949, 0.9001437143545901","-0.0016944933324837808, 0.8982079911008968",7.660111477130742
4847,185,867,6,2300.09,-0.0017722251870976949,0.9001437143545901,-0.0021880159629313204,0.89843591161212,"-0.0017722251870976949, 0.9001437143545901","-0.0021880159629313204, 0.89843591161212",6.833136758654636
4848,185,960,2,1041.74,-0.0017722251870976949,0.9001437143545901,-0.0005149118030139116,0.9002763537624692,"-0.0017722251870976949, 0.9001437143545901","-0.0005149118030139116, 0.9002763537624692",3.135248098178162
4849,185,212,5,2415.26,-0.0017722251870976949,0.9001437143545901,-0.0029512774005125923,0.8987280160157898,"-0.0017722251870976949, 0.9001437143545901","-0.0029512774005125923, 0.8987280160157898",6.3074608687152836
4850,440,498,4,1648.66,-0.005042867256760775,0.8996054627431868,-0.0059661628370532875,0.8986407159181907,"-0.005042867256760775, 0.8996054627431868","-0.0059661628370532875, 0.8986407159181907",4.4421137475304695
4851,440,496,7,1061.94,-0.005042867256760775,0.8996054627431868,-0.004531048674330753,0.8985176491245016,"-0.005042867256760775, 0.8996054627431868","-0.004531048674330753, 0.8985176491245016",4.4840841438554415
4852,440,524,6,1699.65,-0.005042867256760775,0.8996054627431868,-0.002425636530408238,0.8993489650543789,"-0.005042867256760775, 0.8996054627431868","-0.002425636530408238, 0.8993489650543789",6.519688146146389
4853,440,537,2,825.04,-0.005042867256760775,0.8996054627431868,-0.006028080072201612,0.8995126347627873,"-0.005042867256760775, 0.8996054627431868","-0.006028080072201612, 0.8995126347627873",2.4517301868755723
4854,440,51,7,1297.59,-0.005042867256760775,0.8996054627431868,-0.0027069760869011333,0.9008599279203532,"-0.005042867256760775, 0.8996054627431868","-0.0027069760869011333, 0.9008599279203532",7.589734961852397
4855,440,19,6,1435.22,-0.005042867256760775,0.8996054627431868,-0.003512796865544059,0.8993307213511388,"-0.005042867256760775, 0.8996054627431868","-0.003512796865544059, 0.8993307213511388",3.918836987095082
4856,440,370,5,1102.17,-0.005042867256760775,0.8996054627431868,-0.003402926178012677,0.9002937163415191,"-0.005042867256760775, 0.8996054627431868","-0.003402926178012677, 0.9002937163415191",4.8660546634885815
4857,440,189,2,1094.79,-0.005042867256760775,0.8996054627431868,-0.005914298315699843,0.9007154380704833,"-0.005042867256760775, 0.8996054627431868","-0.005914298315699843, 0.9007154380704833",4.885867720437832
4858,440,191,4,1534.41,-0.005042867256760775,0.8996054627431868,-0.0048894735253508055,0.9006665359473752,"-0.005042867256760775, 0.8996054627431868","-0.0048894735253508055, 0.9006665359473752",4.214514254676578
4859,440,139,4,1809.46,-0.005042867256760775,0.8996054627431868,-0.0016754049354284037,0.9008146450094286,"-0.005042867256760775, 0.8996054627431868","-0.0016754049354284037, 0.9008146450094286",9.561320863077768
4860,178,496,7,2811.63,-0.0013771824042630597,0.9003383675913486,-0.004531048674330753,0.8985176491245016,"-0.0013771824042630597, 0.9003383675913486","-0.004531048674330753, 0.8985176491245016",10.588498553409918
4861,178,542,3,2298.22,-0.0013771824042630597,0.9003383675913486,-0.005092791661072731,0.8993629465680713,"-0.0013771824042630597, 0.9003383675913486","-0.005092791661072731, 0.8993629465680713",9.920001170674263
4862,178,126,4,959.73,-0.0013771824042630597,0.9003383675913486,-0.0018277905112795668,0.9011721644537041,"-0.0013771824042630597, 0.9003383675913486","-0.0018277905112795668, 0.9011721644537041",3.479313285785776
4863,178,946,7,1213.53,-0.0013771824042630597,0.9003383675913486,0.00019106552605759592,0.9009222188398595,"-0.0013771824042630597, 0.9003383675913486","0.00019106552605759592, 0.9009222188398595",4.4925998608126205
4864,178,177,2,447.0,-0.0013771824042630597,0.9003383675913486,-0.0018272196406920497,0.9003412568464693,"-0.0013771824042630597, 0.9003383675913486","-0.0018272196406920497, 0.9003412568464693",1.1062667116471194
4865,178,174,5,677.74,-0.0013771824042630597,0.9003383675913486,-0.0020715926423197466,0.9003792062540166,"-0.0013771824042630597, 0.9003383675913486","-0.0020715926423197466, 0.9003792062540166",1.7144733130089962
4866,178,137,5,729.35,-0.0013771824042630597,0.9003383675913486,-0.0009078881707793859,0.9007897618272939,"-0.0013771824042630597, 0.9003383675913486","-0.0009078881707793859, 0.9007897618272939",2.1257202952104004
4867,178,181,7,265.47,-0.0013771824042630597,0.9003383675913486,-0.0016516484091142084,0.9002690023659803,"-0.0013771824042630597, 0.9003383675913486","-0.0016516484091142084, 0.9002690023659803",0.7283478799055718
4868,178,964,1,1742.09,-0.0013771824042630597,0.9003383675913486,0.00014822480255411607,0.9001557191508829,"-0.0013771824042630597, 0.9003383675913486","0.00014822480255411607, 0.9001557191508829",3.818922481116369
4869,178,757,5,2055.62,-0.0013771824042630597,0.9003383675913486,0.00031710478813128253,0.8978012988114797,"-0.0013771824042630597, 0.9003383675913486","0.00031710478813128253, 0.8978012988114797",10.868936768038848
4870,535,503,7,345.49,-0.006360131500655624,0.8996524425627509,-0.006569765432480912,0.9000816930106986,"-0.006360131500655624, 0.8996524425627509","-0.006569765432480912, 0.9000816930106986",1.7746638579463472
4871,535,517,4,1863.28,-0.006360131500655624,0.8996524425627509,-0.002246846364566946,0.8994373294509878,"-0.006360131500655624, 0.8996524425627509","-0.002246846364566946, 0.8994373294509878",10.15644394599735
4872,535,669,7,1149.6,-0.006360131500655624,0.8996524425627509,-0.0038509041128669146,0.8988733816847554,"-0.006360131500655624, 0.8996524425627509","-0.0038509041128669146, 0.8988733816847554",6.9024075015873825
4873,535,479,7,1070.17,-0.006360131500655624,0.8996524425627509,-0.008126072972811003,0.8984403952946921,"-0.006360131500655624, 0.8996524425627509","-0.008126072972811003, 0.8984403952946921",6.472575009117879
4874,535,686,1,2112.24,-0.006360131500655624,0.8996524425627509,-0.0033684006410137327,0.8984451473624621,"-0.006360131500655624, 0.8996524425627509","-0.0033684006410137327, 0.8984451473624621",8.778663027680606
4875,535,178,4,2521.29,-0.006360131500655624,0.8996524425627509,-0.0013771824042630597,0.9003383675913486,"-0.006360131500655624, 0.8996524425627509","-0.0013771824042630597, 0.9003383675913486",12.550432005947643
4876,535,438,1,1159.01,-0.006360131500655624,0.8996524425627509,-0.004148051312326887,0.8996222847560966,"-0.006360131500655624, 0.8996524425627509","-0.004148051312326887, 0.8996222847560966",5.4434944700920305
4877,535,47,7,1632.54,-0.006360131500655624,0.8996524425627509,-0.002893089340316726,0.9009852313391581,"-0.006360131500655624, 0.8996524425627509","-0.002893089340316726, 0.9009852313391581",10.021454443344343
4878,535,279,4,2615.5,-0.006360131500655624,0.8996524425627509,0.00125116715464441,0.9002410685582648,"-0.006360131500655624, 0.8996524425627509","0.00125116715464441, 0.9002410685582648",18.862375292273857
4879,535,686,2,2147.52,-0.006360131500655624,0.8996524425627509,-0.0033684006410137327,0.8984451473624621,"-0.006360131500655624, 0.8996524425627509","-0.0033684006410137327, 0.8984451473624621",8.778663027680606
4880,718,158,2,1095.39,-0.0074542956926326115,0.899913604231906,-0.004148671629933244,0.8992292963176032,"-0.0074542956926326115, 0.899913604231906","-0.004148671629933244, 0.8992292963176032",8.57190833726483
4881,718,473,7,1516.53,-0.0074542956926326115,0.899913604231906,-0.0033220787925644923,0.8997029165351117,"-0.0074542956926326115, 0.899913604231906","-0.0033220787925644923, 0.8997029165351117",10.198056756273477
4882,718,471,2,1889.71,-0.0074542956926326115,0.899913604231906,-0.0030242872866533313,0.8997243776250546,"-0.0074542956926326115, 0.899913604231906","-0.0030242872866533313, 0.8997243776250546",10.921947942233796
4883,718,323,7,3467.61,-0.0074542956926326115,0.899913604231906,-0.00010356366492332708,0.8989314621127701,"-0.0074542956926326115, 0.899913604231906","-0.00010356366492332708, 0.8989314621127701",18.50178604410973
4884,718,813,5,3179.0,-0.0074542956926326115,0.899913604231906,-0.00014144589171521222,0.8995323207229391,"-0.0074542956926326115, 0.899913604231906","-0.00014144589171521222, 0.8995323207229391",18.052326486664068
4885,718,964,3,2732.85,-0.0074542956926326115,0.899913604231906,0.00014822480255411607,0.9001557191508829,"-0.0074542956926326115, 0.899913604231906","0.00014822480255411607, 0.9001557191508829",18.718950753654177
4886,718,687,3,2030.46,-0.0074542956926326115,0.899913604231906,-0.003543282766714966,0.8984317355684956,"-0.0074542956926326115, 0.899913604231906","-0.003543282766714966, 0.8984317355684956",11.271904794817322
4887,718,691,1,1543.41,-0.0074542956926326115,0.899913604231906,-0.0051064507705373225,0.9004246498964594,"-0.0074542956926326115, 0.899913604231906","-0.0051064507705373225, 0.9004246498964594",6.116128450760034
4888,718,726,5,1338.18,-0.0074542956926326115,0.899913604231906,-0.006575092791542226,0.8983068435762384,"-0.0074542956926326115, 0.899913604231906","-0.006575092791542226, 0.8983068435762384",6.714760724465189
4889,718,439,3,1228.47,-0.0074542956926326115,0.899913604231906,-0.004361998153868879,0.8996259042560847,"-0.0074542956926326115, 0.899913604231906","-0.004361998153868879, 0.8996259042560847",7.691117012454659
4890,738,186,3,783.81,-0.002137178151426489,0.9000791859840087,-0.0014760644278654334,0.9001902765379217,"-0.002137178151426489, 0.9000791859840087","-0.0014760644278654334, 0.9001902765379217",1.6838237793366988
4891,738,742,4,275.43,-0.002137178151426489,0.9000791859840087,-0.0019447951236110364,0.8999205900234896,"-0.002137178151426489, 0.9000791859840087","-0.0019447951236110364, 0.8999205900234896",0.7857793429626866
4892,738,464,6,511.15,-0.002137178151426489,0.9000791859840087,-0.002722517177739307,0.899977965389093,"-0.002137178151426489, 0.9000791859840087","-0.002722517177739307, 0.899977965389093",1.4940108666354348
4893,738,977,2,1681.62,-0.002137178151426489,0.9000791859840087,-0.0028274274437910278,0.8991628962229599,"-0.002137178151426489, 0.9000791859840087","-0.0028274274437910278, 0.8991628962229599",4.002917241134074
4894,738,490,3,1618.64,-0.002137178151426489,0.9000791859840087,-0.0036845875859930523,0.8994585255343697,"-0.002137178151426489, 0.9000791859840087","-0.0036845875859930523, 0.8994585255343697",4.529544222987672
4895,738,437,4,1456.86,-0.002137178151426489,0.9000791859840087,-0.0037060452700321913,0.8996663195542713,"-0.002137178151426489, 0.9000791859840087","-0.0037060452700321913, 0.8996663195542713",4.19004510342073
4896,738,980,6,2110.3,-0.002137178151426489,0.9000791859840087,-0.0022687816016580442,0.8987037153440821,"-0.002137178151426489, 0.9000791859840087","-0.0022687816016580442, 0.8987037153440821",5.450991858583332
4897,738,903,4,2051.0,-0.002137178151426489,0.9000791859840087,-0.0016640136179402994,0.8987778241393641,"-0.002137178151426489, 0.9000791859840087","-0.0016640136179402994, 0.8987778241393641",5.278223234690666
